time,sigmal , sigmap ,sigmai, rse
97.360553,0.5,0.01,10,0.997712
96.500259,0.5,0.01,100,0.997596
109.733146,0.5,0.01,1000,0.942935
101.850891,0.5,0.01,10000,0.927403
104.494168,0.5,0.01,100000,0.934249
96.114378,0.5,0.1,0.00001,0.997712
97.572798,0.5,0.1,0.0001,0.997712
96.286555,0.5,0.1,0.001,0.997712
98.018918,0.5,0.1,0.01,0.997712
98.324978,0.5,0.1,0.1,0.997712
95.644881,0.5,0.1,0.5,0.997712
97.895992,0.5,0.1,10,0.997712
112.04475,0.5,0.1,100,0.997455
137.760464,0.5,0.1,1000,0.942932
118.346874,0.5,0.1,10000,0.928457
117.104412,0.5,0.1,100000,0.925388
97.391558,0.5,0.5,0.00001,0.997712
97.401285,0.5,0.5,0.0001,0.997712
99.150177,0.5,0.5,0.001,0.997712
97.266961,0.5,0.5,0.01,0.997712
96.611928,0.5,0.5,0.1,0.997712
97.421823,0.5,0.5,0.5,0.997712
97.157021,0.5,0.5,10,0.997712
114.647081,0.5,0.5,100,0.997514
125.917171,0.5,0.5,1000,0.938852
107.02926,0.5,0.5,10000,0.930902
108.688981,0.5,0.5,100000,0.920735
95.903087,0.5,10,0.00001,0.997712
97.953468,0.5,10,0.0001,0.997712
97.403984,0.5,10,0.001,0.997712
97.202066,0.5,10,0.01,0.997712
99.011105,0.5,10,0.1,0.997712
95.306089,0.5,10,0.5,0.997712
95.623605,0.5,10,10,0.997712
213.513419,0.5,10,100,0.997531
127.540093,0.5,10,1000,0.786864
105.787711,0.5,10,10000,0.744347
107.535223,0.5,10,100000,0.731376
96.682774,0.5,100,0.00001,0.997712
96.64284,0.5,100,0.0001,0.997712
98.872385,0.5,100,0.001,0.997712
97.91676,0.5,100,0.01,0.997712
95.645435,0.5,100,0.1,0.997712
98.380749,0.5,100,0.5,0.997712
96.574132,0.5,100,10,0.997712
182.4539,0.5,100,100,0.997624
121.291268,0.5,100,1000,0.63891
102.785282,0.5,100,10000,0.569722
109.925536,0.5,100,100000,0.551116
98.570235,0.5,1000,0.00001,0.997712
96.781546,0.5,1000,0.0001,0.997712
100.132489,0.5,1000,0.001,0.997712
101.595109,0.5,1000,0.01,0.997712
96.712078,0.5,1000,0.1,0.997712
97.480595,0.5,1000,0.5,0.997712
97.644472,0.5,1000,10,0.997712
181.77097,0.5,1000,100,0.997536
112.237622,0.5,1000,1000,0.599183
103.601433,0.5,1000,10000,0.5445
101.629164,0.5,1000,100000,0.533194
96.879532,0.5,10000,0.00001,0.997712
97.319212,0.5,10000,0.0001,0.997712
97.869419,0.5,10000,0.001,0.997712
97.307513,0.5,10000,0.01,0.997712
96.166316,0.5,10000,0.1,0.997712
96.362389,0.5,10000,0.5,0.997712
99.255298,0.5,10000,10,0.997712
181.141901,0.5,10000,100,0.997532
125.490041,0.5,10000,1000,0.613501
104.827241,0.5,10000,10000,0.539515
100.550199,0.5,10000,100000,0.540688
96.416823,0.5,100000,0.00001,0.997712
99.061155,0.5,100000,0.0001,0.997712
97.160218,0.5,100000,0.001,0.997712
97.190931,0.5,100000,0.01,0.997712
98.672452,0.5,100000,0.1,0.997712
97.907432,0.5,100000,0.5,0.997712
95.946385,0.5,100000,10,0.997712
186.14392,0.5,100000,100,0.997497
126.696936,0.5,100000,1000,0.59692
103.299503,0.5,100000,10000,0.520633
104.810438,0.5,100000,100000,0.513053
99.701421,10,0.00001,0.00001,0.997712
97.072792,10,0.00001,0.0001,0.997712
96.352307,10,0.00001,0.001,0.997712
99.267592,10,0.00001,0.01,0.997712
99.189901,10,0.00001,0.1,0.997712
100.493263,10,0.00001,0.5,0.997712
103.615214,10,0.00001,10,0.997712
96.463902,10,0.00001,100,0.996706
120.977664,10,0.00001,1000,0.638485
121.320783,10,0.00001,10000,0.521723
120.973915,10,0.00001,100000,0.58225
96.431257,10,0.0001,0.00001,0.997712
98.696666,10,0.0001,0.0001,0.997712
98.350905,10,0.0001,0.001,0.997712
97.278062,10,0.0001,0.01,0.997712
97.864107,10,0.0001,0.1,0.997712
95.661405,10,0.0001,0.5,0.997712
98.031937,10,0.0001,10,0.997712
97.230764,10,0.0001,100,0.995727
113.911728,10,0.0001,1000,0.641863
108.808612,10,0.0001,10000,0.522305
116.383165,10,0.0001,100000,0.523194
96.93816,10,0.001,0.00001,0.997712
97.361446,10,0.001,0.0001,0.997712
97.211015,10,0.001,0.001,0.997712
98.487162,10,0.001,0.01,0.997712
97.402616,10,0.001,0.1,0.997712
97.59071,10,0.001,0.5,0.997712
98.604004,10,0.001,10,0.997712
97.717248,10,0.001,100,0.996471
120.288187,10,0.001,1000,0.677159
110.336285,10,0.001,10000,0.522053
120.855047,10,0.001,100000,0.448741
98.538759,10,0.01,0.00001,0.997712
98.651444,10,0.01,0.0001,0.997712
98.834699,10,0.01,0.001,0.997712
97.708798,10,0.01,0.01,0.997712
98.037862,10,0.01,0.1,0.997712
95.682353,10,0.01,0.5,0.997712
98.834822,10,0.01,10,0.997712
100.787714,10,0.01,100,0.995333
122.028484,10,0.01,1000,0.634279
124.819256,10,0.01,10000,0.449132
113.64672,10,0.01,100000,0.584993
98.907392,10,0.1,0.00001,0.997712
96.21656,10,0.1,0.0001,0.997712
101.144829,10,0.1,0.001,0.997712
96.61813,10,0.1,0.01,0.997712
99.293337,10,0.1,0.1,0.997712
98.288904,10,0.1,0.5,0.997712
97.509586,10,0.1,10,0.997712
119.158161,10,0.1,100,0.996646
140.413412,10,0.1,1000,0.644588
131.488057,10,0.1,10000,0.586621
139.224341,10,0.1,100000,0.448397
97.935332,10,0.5,0.00001,0.997712
97.739029,10,0.5,0.0001,0.997712
97.877283,10,0.5,0.001,0.997712
97.249276,10,0.5,0.01,0.997712
98.305204,10,0.5,0.1,0.997712
97.634961,10,0.5,0.5,0.997712
100.511329,10,0.5,10,0.997712
100.949342,10,0.5,100,0.996195
119.54756,10,0.5,1000,0.649349
121.589263,10,0.5,10000,0.637636
120.739881,10,0.5,100000,0.448779
95.997044,10,10,0.00001,0.997712
97.717911,10,10,0.0001,0.997712
98.684049,10,10,0.001,0.997712
98.112314,10,10,0.01,0.997712
96.850237,10,10,0.1,0.997712
97.505831,10,10,0.5,0.997712
98.355831,10,10,10,0.997712
111.642347,10,10,100,0.996168
120.525723,10,10,1000,0.51435
122.207888,10,10,10000,0.411449
123.58261,10,10,100000,0.4043
98.19981,10,100,0.00001,0.997712
96.452627,10,100,0.0001,0.997712
100.19015,10,100,0.001,0.997712
96.990685,10,100,0.01,0.997712
97.496652,10,100,0.1,0.997712
98.012904,10,100,0.5,0.997712
96.976303,10,100,10,0.997712
119.437988,10,100,100,0.994874
124.134751,10,100,1000,0.487652
123.652328,10,100,10000,0.393636
125.154314,10,100,100000,0.389061
98.491197,10,1000,0.00001,0.997712
100.845652,10,1000,0.0001,0.997712
96.689847,10,1000,0.001,0.997712
96.651619,10,1000,0.01,0.997712
98.514849,10,1000,0.1,0.997712
100.037067,10,1000,0.5,0.997712
97.796155,10,1000,10,0.997712
114.100209,10,1000,100,0.995622
122.117589,10,1000,1000,0.459112
118.572823,10,1000,10000,0.350174
110.813845,10,1000,100000,0.357795
98.453269,10,10000,0.00001,0.997712
96.376697,10,10000,0.0001,0.997712
96.452627,10,10000,0.001,0.997712
98.237398,10,10000,0.01,0.997712
96.575449,10,10000,0.1,0.997712
96.55203,10,10000,0.5,0.997712
96.906837,10,10000,10,0.997712
120.341323,10,10000,100,0.995686
122.33539,10,10000,1000,0.476929
109.95969,10,10000,10000,0.349614
111.367434,10,10000,100000,0.355942
97.094993,10,100000,0.00001,0.997712
98.098603,10,100000,0.0001,0.997712
96.045909,10,100000,0.001,0.997712
95.922243,10,100000,0.01,0.997712
98.423892,10,100000,0.1,0.997712
97.57163,10,100000,0.5,0.997712
100.041728,10,100000,10,0.997712
111.479047,10,100000,100,0.995931
121.437823,10,100000,1000,0.468182
115.505992,10,100000,10000,0.349587
122.259606,10,100000,100000,0.35075
95.264117,100,0.00001,0.00001,0.997712
96.788856,100,0.00001,0.0001,0.997712
98.688389,100,0.00001,0.001,0.997712
95.754766,100,0.00001,0.01,0.997712
98.459348,100,0.00001,0.1,0.997712
96.859614,100,0.00001,0.5,0.997712
97.232797,100,0.00001,10,0.997712
94.620954,100,0.00001,100,0.996045
120.951728,100,0.00001,1000,0.593401
97.424816,100,0.00001,10000,0.425819
99.503618,100,0.00001,100000,0.505248
97.418728,100,0.0001,0.00001,0.997712
96.85344,100,0.0001,0.0001,0.997712
96.371359,100,0.0001,0.001,0.997712
99.860162,100,0.0001,0.01,0.997712
98.752508,100,0.0001,0.1,0.997712
96.598162,100,0.0001,0.5,0.997712
96.857622,100,0.0001,10,0.997712
98.231557,100,0.0001,100,0.996067
121.474941,100,0.0001,1000,0.66799
96.687828,100,0.0001,10000,0.425724
96.958189,100,0.0001,100000,0.427027
98.885821,100,0.001,0.00001,0.997712
98.851192,100,0.001,0.0001,0.997712
95.401525,100,0.001,0.001,0.997712
101.419958,100,0.001,0.01,0.997712
95.95148,100,0.001,0.1,0.997712
96.063458,100,0.001,0.5,0.997712
98.122944,100,0.001,10,0.997712
96.806773,100,0.001,100,0.995757
119.5218,100,0.001,1000,0.591232
99.314792,100,0.001,10000,0.504771
100.007709,100,0.001,100000,0.498315
98.602323,100,0.01,0.00001,0.997712
99.015553,100,0.01,0.0001,0.997712
98.647845,100,0.01,0.001,0.997712
97.480076,100,0.01,0.01,0.997712
96.671396,100,0.01,0.1,0.997712
97.417096,100,0.01,0.5,0.997712
97.020797,100,0.01,10,0.997712
97.429043,100,0.01,100,0.996059
115.657639,100,0.01,1000,0.616599
97.735632,100,0.01,10000,0.568639
106.143849,100,0.01,100000,0.506308
97.236491,100,0.1,0.00001,0.997712
96.862497,100,0.1,0.0001,0.997712
98.352153,100,0.1,0.001,0.997712
95.52391,100,0.1,0.01,0.997712
95.92821,100,0.1,0.1,0.997712
98.055343,100,0.1,0.5,0.997712
99.447646,100,0.1,10,0.997712
121.797792,100,0.1,100,0.995616
137.842269,100,0.1,1000,0.627709
122.305032,100,0.1,10000,0.565957
121.745149,100,0.1,100000,0.631662
96.819194,100,0.5,0.00001,0.997712
98.992728,100,0.5,0.0001,0.997712
96.358076,100,0.5,0.001,0.997712
96.320125,100,0.5,0.01,0.997712
97.282809,100,0.5,0.1,0.997712
97.581059,100,0.5,0.5,0.997712
99.005871,100,0.5,10,0.997712
102.997464,100,0.5,100,0.995917
121.609796,100,0.5,1000,0.632448
95.179137,100,0.5,10000,0.505063
100.621778,100,0.5,100000,0.426553
96.872307,100,10,0.00001,0.997712
96.434145,100,10,0.0001,0.997712
97.40782,100,10,0.001,0.997712
95.565155,100,10,0.01,0.997712
97.760781,100,10,0.1,0.997712
97.478871,100,10,0.5,0.997712
96.535307,100,10,10,0.997712
111.375781,100,10,100,0.996098
120.406289,100,10,1000,0.502355
102.268406,100,10,10000,0.393767
103.860683,100,10,100000,0.400811
96.465705,100,100,0.00001,0.997712
96.645955,100,100,0.0001,0.997712
96.915276,100,100,0.001,0.997712
96.402573,100,100,0.01,0.997712
97.808016,100,100,0.1,0.997712
96.952762,100,100,0.5,0.997712
97.600226,100,100,10,0.997712
106.931608,100,100,100,0.995639
119.933215,100,100,1000,0.470292
99.755056,100,100,10000,0.375046
108.875796,100,100,100000,0.34984
97.956538,100,1000,0.00001,0.997712
96.626034,100,1000,0.0001,0.997712
98.602966,100,1000,0.001,0.997712
99.193145,100,1000,0.01,0.997712
97.887313,100,1000,0.1,0.997712
97.738431,100,1000,0.5,0.997712
97.321204,100,1000,10,0.997712
101.665698,100,1000,100,0.996103
120.748026,100,1000,1000,0.442085
117.677793,100,1000,10000,0.29876
121.182441,100,1000,100000,0.338974
97.391259,100,10000,0.00001,0.997712
96.735869,100,10000,0.0001,0.997712
97.553956,100,10000,0.001,0.997712
95.751769,100,10000,0.01,0.997712
96.708786,100,10000,0.1,0.997712
97.560772,100,10000,0.5,0.997712
96.64827,100,10000,10,0.997712
107.057088,100,10000,100,0.995974
120.360982,100,10000,1000,0.438265
119.669784,100,10000,10000,0.348745
117.627985,100,10000,100000,0.35017
97.118076,100,100000,0.00001,0.997712
98.441727,100,100000,0.0001,0.997712
97.288505,100,100000,0.001,0.997712
95.715146,100,100000,0.01,0.997712
97.65194,100,100000,0.1,0.997712
98.456164,100,100000,0.5,0.997712
96.52884,100,100000,10,0.997712
107.913813,100,100000,100,0.995253
119.755909,100,100000,1000,0.441083
120.970386,100,100000,10000,0.341226
109.858863,100,100000,100000,0.338984
96.13011,1000,0.00001,0.00001,0.997712
97.056176,1000,0.00001,0.0001,0.997712
97.387977,1000,0.00001,0.001,0.997712
96.250149,1000,0.00001,0.01,0.997712
96.812419,1000,0.00001,0.1,0.997712
98.125209,1000,0.00001,0.5,0.997712
99.154453,1000,0.00001,10,0.997712
99.201755,1000,0.00001,100,0.9963
121.720262,1000,0.00001,1000,0.587132
102.105415,1000,0.00001,10000,0.57317
104.759149,1000,0.00001,100000,0.571206
96.758599,1000,0.0001,0.00001,0.997712
96.513624,1000,0.0001,0.0001,0.997712
96.70144,1000,0.0001,0.001,0.997712
98.081388,1000,0.0001,0.01,0.997712
96.951675,1000,0.0001,0.1,0.997712
96.711724,1000,0.0001,0.5,0.997712
99.134233,1000,0.0001,10,0.997712
122.280032,1000,0.0001,100,0.994567
122.11556,1000,0.0001,1000,0.632154
95.870859,1000,0.0001,10000,0.56714
103.494737,1000,0.0001,100000,0.425528
97.392988,1000,0.001,0.00001,0.997712
95.890307,1000,0.001,0.0001,0.997712
98.598853,1000,0.001,0.001,0.997712
97.599436,1000,0.001,0.01,0.997712
95.495873,1000,0.001,0.1,0.997712
95.239841,1000,0.001,0.5,0.997712
97.876555,1000,0.001,10,0.997712
102.210693,1000,0.001,100,0.994274
112.891419,1000,0.001,1000,0.615308
99.581052,1000,0.001,10000,0.506087
101.439803,1000,0.001,100000,0.504108
98.48638,1000,0.01,0.00001,0.997712
98.306652,1000,0.01,0.0001,0.997712
98.765348,1000,0.01,0.001,0.997712
96.12979,1000,0.01,0.01,0.997712
96.274003,1000,0.01,0.1,0.997712
96.418096,1000,0.01,0.5,0.997712
99.33631,1000,0.01,10,0.997712
96.496078,1000,0.01,100,0.99545
111.866782,1000,0.01,1000,0.633598
97.164825,1000,0.01,10000,0.425208
99.011335,1000,0.01,100000,0.572444
96.512936,1000,0.1,0.00001,0.997712
97.797469,1000,0.1,0.0001,0.997712
97.866278,1000,0.1,0.001,0.997712
96.130698,1000,0.1,0.01,0.997712
97.964123,1000,0.1,0.1,0.997712
98.1598,1000,0.1,0.5,0.997712
97.448649,1000,0.1,10,0.997712
113.904636,1000,0.1,100,0.995524
135.91211,1000,0.1,1000,0.6223
115.148584,1000,0.1,10000,0.504542
120.604162,1000,0.1,100000,0.503856
96.470362,1000,0.5,0.00001,0.997712
96.665247,1000,0.5,0.0001,0.997712
95.921094,1000,0.5,0.001,0.997712
97.574758,1000,0.5,0.01,0.997712
97.787549,1000,0.5,0.1,0.997712
97.978126,1000,0.5,0.5,0.997712
96.762828,1000,0.5,10,0.997712
99.949321,1000,0.5,100,0.996337
118.527228,1000,0.5,1000,0.741311
96.865099,1000,0.5,10000,0.505999
96.550989,1000,0.5,100000,0.505444
96.705738,1000,10,0.00001,0.997712
96.457692,1000,10,0.0001,0.997712
94.888899,1000,10,0.001,0.997712
97.440524,1000,10,0.01,0.997712
96.714739,1000,10,0.1,0.997712
97.23568,1000,10,0.5,0.997712
96.621776,1000,10,10,0.997712
119.631988,1000,10,100,0.993432
120.278942,1000,10,1000,0.49913
102.482372,1000,10,10000,0.382636
116.950983,1000,10,100000,0.385913
96.195085,1000,100,0.00001,0.997712
97.901906,1000,100,0.0001,0.997712
95.804902,1000,100,0.001,0.997712
94.573309,1000,100,0.01,0.997712
98.195109,1000,100,0.1,0.997712
96.879153,1000,100,0.5,0.997712
98.606297,1000,100,10,0.997712
103.620757,1000,100,100,0.995896
119.474704,1000,100,1000,0.469145
113.691517,1000,100,10000,0.364694
107.306391,1000,100,100000,0.379637
97.990755,1000,1000,0.00001,0.997712
96.797732,1000,1000,0.0001,0.997712
96.093785,1000,1000,0.001,0.997712
97.861233,1000,1000,0.01,0.997712
94.604463,1000,1000,0.1,0.997712
98.035069,1000,1000,0.5,0.997712
97.909967,1000,1000,10,0.997712
103.429302,1000,1000,100,0.996045
120.695886,1000,1000,1000,0.443201
120.563446,1000,1000,10000,0.350085
103.572712,1000,1000,100000,0.349958
95.604883,1000,10000,0.00001,0.997712
97.473208,1000,10000,0.0001,0.997712
97.372301,1000,10000,0.001,0.997712
96.383901,1000,10000,0.01,0.997712
96.783917,1000,10000,0.1,0.997712
94.839101,1000,10000,0.5,0.997712
96.905305,1000,10000,10,0.997712
102.413387,1000,10000,100,0.99641
122.684685,1000,10000,1000,0.444233
120.554748,1000,10000,10000,0.359549
121.862994,1000,10000,100000,0.329038
95.68945,1000,100000,0.00001,0.997712
96.401626,1000,100000,0.0001,0.997712
93.199961,1000,100000,0.001,0.997712
97.128749,1000,100000,0.01,0.997712
95.909739,1000,100000,0.1,0.997712
97.497211,1000,100000,0.5,0.997712
95.767176,1000,100000,10,0.997712
106.852636,1000,100000,100,0.994865
118.37112,1000,100000,1000,0.435369
118.988224,1000,100000,10000,0.320578
121.341781,1000,100000,100000,0.339107
98.44688,10000,0.00001,0.00001,0.997712
98.171848,10000,0.00001,0.0001,0.997712
97.94726,10000,0.00001,0.001,0.997712
97.145293,10000,0.00001,0.01,0.997712
96.722766,10000,0.00001,0.1,0.997712
96.923077,10000,0.00001,0.5,0.997712
97.882031,10000,0.00001,10,0.997712
99.231379,10000,0.00001,100,0.995688
112.170232,10000,0.00001,1000,0.589513
97.75764,10000,0.00001,10000,0.426825
96.877632,10000,0.00001,100000,0.42539
97.930103,10000,0.0001,0.00001,0.997712
96.187912,10000,0.0001,0.0001,0.997712
96.509689,10000,0.0001,0.001,0.997712
97.25213,10000,0.0001,0.01,0.997712
97.452179,10000,0.0001,0.1,0.997712
95.767597,10000,0.0001,0.5,0.997712
95.865586,10000,0.0001,10,0.997712
102.817725,10000,0.0001,100,0.994072
121.607076,10000,0.0001,1000,0.591973
95.898317,10000,0.0001,10000,0.428464
101.959494,10000,0.0001,100000,0.498456
97.383613,10000,0.001,0.00001,0.997712
97.597095,10000,0.001,0.0001,0.997712
98.980383,10000,0.001,0.001,0.997712
94.562981,10000,0.001,0.01,0.997712
96.707948,10000,0.001,0.1,0.997712
95.32971,10000,0.001,0.5,0.997712
95.525983,10000,0.001,10,0.997712
95.814948,10000,0.001,100,0.996151
112.699954,10000,0.001,1000,0.593282
96.723072,10000,0.001,10000,0.42629
96.112754,10000,0.001,100000,0.424087
95.4211,10000,0.01,0.00001,0.997712
97.657327,10000,0.01,0.0001,0.997712
94.612122,10000,0.01,0.001,0.997712
96.730979,10000,0.01,0.01,0.997712
95.502694,10000,0.01,0.1,0.997712
95.96418,10000,0.01,0.5,0.997712
96.848111,10000,0.01,10,0.997712
96.492943,10000,0.01,100,0.996348
121.994049,10000,0.01,1000,0.597823
95.815428,10000,0.01,10000,0.427119
97.088647,10000,0.01,100000,0.502295
95.46962,10000,0.1,0.00001,0.997712
95.491704,10000,0.1,0.0001,0.997712
97.149351,10000,0.1,0.001,0.997712
95.366827,10000,0.1,0.01,0.997712
101.402412,10000,0.1,0.1,0.997712
97.794757,10000,0.1,0.5,0.997712
96.221132,10000,0.1,10,0.997712
124.232964,10000,0.1,100,0.994596
137.609905,10000,0.1,1000,0.587382
112.193422,10000,0.1,10000,0.425104
116.334707,10000,0.1,100000,0.569894
97.830368,10000,0.5,0.00001,0.997712
98.91465,10000,0.5,0.0001,0.997712
97.343966,10000,0.5,0.001,0.997712
98.006588,10000,0.5,0.01,0.997712
96.963703,10000,0.5,0.1,0.997712
96.332589,10000,0.5,0.5,0.997712
95.123701,10000,0.5,10,0.997712
105.032471,10000,0.5,100,0.994599
121.961094,10000,0.5,1000,0.590855
95.806859,10000,0.5,10000,0.506634
95.021779,10000,0.5,100000,0.499351
99.971601,10000,10,0.00001,0.997712
96.082707,10000,10,0.0001,0.997712
96.098997,10000,10,0.001,0.997712
96.414552,10000,10,0.01,0.997712
96.114015,10000,10,0.1,0.997712
98.462739,10000,10,0.5,0.997712
95.745788,10000,10,10,0.997712
109.558315,10000,10,100,0.99585
120.442418,10000,10,1000,0.500177
99.197724,10000,10,10000,0.382968
106.101399,10000,10,100000,0.391773
98.711223,10000,100,0.00001,0.997712
97.106808,10000,100,0.0001,0.997712
96.849107,10000,100,0.001,0.997712
94.170155,10000,100,0.01,0.997712
96.917306,10000,100,0.1,0.997712
95.727188,10000,100,0.5,0.997712
96.557437,10000,100,10,0.997712
103.408075,10000,100,100,0.994954
122.176394,10000,100,1000,0.476188
102.648571,10000,100,10000,0.361704
102.529204,10000,100,100000,0.36358
95.761226,10000,1000,0.00001,0.997712
96.242273,10000,1000,0.0001,0.997712
94.922342,10000,1000,0.001,0.997712
97.694008,10000,1000,0.01,0.997712
97.982115,10000,1000,0.1,0.997712
97.763474,10000,1000,0.5,0.997712
96.539734,10000,1000,10,0.997712
106.431252,10000,1000,100,0.995574
121.298405,10000,1000,1000,0.440114
122.206496,10000,1000,10000,0.348935
106.484185,10000,1000,100000,0.348551
96.514895,10000,10000,0.00001,0.997712
97.441792,10000,10000,0.0001,0.997712
96.238775,10000,10000,0.001,0.997712
96.073783,10000,10000,0.01,0.997712
97.680097,10000,10000,0.1,0.997712
97.394544,10000,10000,0.5,0.997712
97.375781,10000,10000,10,0.997712
106.20698,10000,10000,100,0.995799
120.479515,10000,10000,1000,0.441673
119.730561,10000,10000,10000,0.348867
120.270708,10000,10000,100000,0.340145
95.969442,10000,100000,0.00001,0.997712
96.942619,10000,100000,0.0001,0.997712
96.614221,10000,100000,0.001,0.997712
94.099616,10000,100000,0.01,0.997712
96.279311,10000,100000,0.1,0.997712
99.717292,10000,100000,0.5,0.997712
98.389326,10000,100000,10,0.997712
102.473656,10000,100000,100,0.995997
121.797981,10000,100000,1000,0.453634
118.760876,10000,100000,10000,0.358721
122.499693,10000,100000,100000,0.330391
97.449475,100000,0.00001,0.00001,0.997712
95.518948,100000,0.00001,0.0001,0.997712
96.966891,100000,0.00001,0.001,0.997712
95.522841,100000,0.00001,0.01,0.997712
97.975528,100000,0.00001,0.1,0.997712
96.662536,100000,0.00001,0.5,0.997712
95.168247,100000,0.00001,10,0.997712
99.732867,100000,0.00001,100,0.99627
122.266332,100000,0.00001,1000,0.620602
96.313348,100000,0.00001,10000,0.503023
94.045401,100000,0.00001,100000,0.42587
96.145673,100000,0.0001,0.00001,0.997712
96.546917,100000,0.0001,0.0001,0.997712
97.996583,100000,0.0001,0.001,0.997712
95.806428,100000,0.0001,0.01,0.997712
98.53995,100000,0.0001,0.1,0.997712
95.845034,100000,0.0001,0.5,0.997712
97.48147,100000,0.0001,10,0.997712
97.259312,100000,0.0001,100,0.996487
112.213736,100000,0.0001,1000,0.685416
103.680313,100000,0.0001,10000,0.426705
96.260905,100000,0.0001,100000,0.503739
95.224137,100000,0.001,0.00001,0.997712
93.460144,100000,0.001,0.0001,0.997712
95.056507,100000,0.001,0.001,0.997712
97.774315,100000,0.001,0.01,0.997712
96.844864,100000,0.001,0.1,0.997712
97.045077,100000,0.001,0.5,0.997712
98.008457,100000,0.001,10,0.997712
95.994658,100000,0.001,100,0.994975
120.113273,100000,0.001,1000,0.591167
97.432246,100000,0.001,10000,0.426722
95.599218,100000,0.001,100000,0.572795
96.73717,100000,0.01,0.00001,0.997712
96.829705,100000,0.01,0.0001,0.997712
96.863191,100000,0.01,0.001,0.997712
96.337487,100000,0.01,0.01,0.997712
95.869051,100000,0.01,0.1,0.997712
97.244208,100000,0.01,0.5,0.997712
95.033659,100000,0.01,10,0.997712
99.42435,100000,0.01,100,0.996003
121.279674,100000,0.01,1000,0.589601
96.471401,100000,0.01,10000,0.504072
96.960699,100000,0.01,100000,0.426566
97.011388,100000,0.1,0.00001,0.997712
95.533283,100000,0.1,0.0001,0.997712
98.284977,100000,0.1,0.001,0.997712
96.118914,100000,0.1,0.01,0.997712
96.025886,100000,0.1,0.1,0.997712
96.542313,100000,0.1,0.5,0.997712
94.582867,100000,0.1,10,0.997712
115.757741,100000,0.1,100,0.996546
137.431796,100000,0.1,1000,0.63227
116.019874,100000,0.1,10000,0.427477
109.064748,100000,0.1,100000,0.505239
97.621907,100000,0.5,0.00001,0.997712
99.341104,100000,0.5,0.0001,0.997712
96.823763,100000,0.5,0.001,0.997712
93.483615,100000,0.5,0.01,0.997712
97.474727,100000,0.5,0.1,0.997712
96.222345,100000,0.5,0.5,0.997712
97.010437,100000,0.5,10,0.997712
99.589601,100000,0.5,100,0.99571
119.086707,100000,0.5,1000,0.628723
96.69857,100000,0.5,10000,0.5747
98.936281,100000,0.5,100000,0.425147
95.781407,100000,10,0.00001,0.997712
96.829837,100000,10,0.0001,0.997712
96.289039,100000,10,0.001,0.997712
95.626546,100000,10,0.01,0.997712
97.097155,100000,10,0.1,0.997712
95.392966,100000,10,0.5,0.997712
95.281839,100000,10,10,0.997712
109.912799,100000,10,100,0.995773
120.365835,100000,10,1000,0.496986
114.452774,100000,10,10000,0.395285
96.409806,100000,10,100000,0.378294
96.610053,100000,100,0.00001,0.997712
97.027764,100000,100,0.0001,0.997712
98.03428,100000,100,0.001,0.997712
97.491193,100000,100,0.01,0.997712
96.627256,100000,100,0.1,0.997712
98.350677,100000,100,0.5,0.997712
95.355411,100000,100,10,0.997712
120.115915,100000,100,100,0.995343
121.950117,100000,100,1000,0.469215
109.540967,100000,100,10000,0.335725
95.366234,100000,100,100000,0.377231
96.293984,100000,1000,0.00001,0.997712
93.801324,100000,1000,0.0001,0.997712
98.674349,100000,1000,0.001,0.997712
96.468529,100000,1000,0.01,0.997712
95.971595,100000,1000,0.1,0.997712
96.305445,100000,1000,0.5,0.997712
96.053872,100000,1000,10,0.997712
104.011073,100000,1000,100,0.996018
120.466641,100000,1000,1000,0.437377
121.620555,100000,1000,10000,0.360076
103.418413,100000,1000,100000,0.3582
96.608036,100000,10000,0.00001,0.997712
96.657461,100000,10000,0.0001,0.997712
98.43559,100000,10000,0.001,0.997712
96.275644,100000,10000,0.01,0.997712
96.503107,100000,10000,0.1,0.997712
97.798275,100000,10000,0.5,0.997712
95.464604,100000,10000,10,0.997712
105.006341,100000,10000,100,0.996223
120.843968,100000,10000,1000,0.443153
120.907616,100000,10000,10000,0.350294
119.457106,100000,10000,100000,0.34858
95.151931,100000,100000,0.00001,0.997712
98.039913,100000,100000,0.0001,0.997712
94.043265,100000,100000,0.001,0.997712
95.30298,100000,100000,0.01,0.997712
95.173581,100000,100000,0.1,0.997712
96.036523,100000,100000,0.5,0.997712
96.318599,100000,100000,10,0.997712
106.585079,100000,100000,100,0.995862
122.17548,100000,100000,1000,0.435888
122.357469,100000,100000,10000,0.336767
120.230791,100000,100000,100000,0.329255
