Testing methods
TotalAmount ; 0.000000 ; 1.000000
TotalAmount ; 33.300000 ; 34.300000
TotalAmount ; 66.600000 ; 67.600000
TotalAmount ; 99.900000 ; 100.900000
TotalAmount ; 133.200000 ; 134.200000
TotalAmount ; 0.000000 ; 1.000000
TotalAmount ; 33.300000 ; 34.300000
TotalAmount ; 66.600000 ; 67.600000
TotalAmount ; 99.900000 ; 100.900000
TotalAmount ; 133.200000 ; 134.200000
Linear ; 0.980000 ; 324.508899 ; 17214.605434 ; 27218.681649
Linear ; 0.400000 ; 306.873775 ; 5781.994564 ; 11619.452435
Linear ; 0.400000 ; 271.504686 ; 10225.334157 ; 20548.753988
Linear ; 0.400000 ; 326.944608 ; 6081.409417 ; 12221.154252
Linear ; 0.500000 ; 319.019343 ; 5776.773076 ; 12792.450107
Linear ; 0.500000 ; 267.496392 ; 10332.384590 ; 22880.683144
Linear ; 0.500000 ; 319.606918 ; 6058.676857 ; 13416.715594
Linear ; 0.600000 ; 342.679716 ; 6555.673463 ; 14431.647645
Linear ; 0.600000 ; 268.049038 ; 11412.446533 ; 25123.339053
Linear ; 0.600000 ; 340.630805 ; 7202.573410 ; 15855.732012
Linear ; 0.700000 ; 346.931468 ; 9168.405287 ; 17105.328285
Linear ; 0.700000 ; 267.384188 ; 14619.585822 ; 27275.497435
Linear ; 0.700000 ; 339.520360 ; 10014.161061 ; 18683.239570
Linear ; 0.800000 ; 348.870223 ; 13621.797133 ; 19356.525502
Linear ; 0.800000 ; 286.007854 ; 20461.530249 ; 29075.762046
Linear ; 0.800000 ; 312.188339 ; 14700.906775 ; 20889.936482
Linear ; 0.900000 ; 403.243832 ; 18388.177803 ; 22807.728075
Linear ; 0.900000 ; 298.343404 ; 24918.781133 ; 30907.944775
Linear ; 0.900000 ; 332.359414 ; 19922.339679 ; 24710.621732
Linear ; 0.920000 ; 349.609904 ; 14643.953138 ; 23855.922136
Linear ; 0.920000 ; 293.293436 ; 19159.338437 ; 31211.769230
Linear ; 0.920000 ; 352.746166 ; 15714.335658 ; 25599.642690
Linear ; 0.940000 ; 367.021575 ; 11339.371323 ; 24512.660006
Linear ; 0.940000 ; 275.016327 ; 14590.436928 ; 31540.586296
Linear ; 0.940000 ; 350.330018 ; 12174.333055 ; 26317.621893
Linear ; 0.960000 ; 371.176678 ; 13057.556560 ; 25155.843947
Linear ; 0.960000 ; 288.138021 ; 16513.668775 ; 31814.166209
Linear ; 0.960000 ; 315.420521 ; 13721.718462 ; 26435.375310
Linear ; 0.980000 ; 341.489652 ; 16672.715035 ; 26361.877680
Linear ; 0.980000 ; 258.437093 ; 20347.687292 ; 32172.519133
Linear ; 0.980000 ; 335.615150 ; 17223.258090 ; 27232.362700
Linear ; 0.400000 ; 327.142619 ; 7467.683206 ; 11391.394787
Linear ; 0.400000 ; 298.658097 ; 13530.866813 ; 20640.329996
Linear ; 0.400000 ; 309.598923 ; 7622.967931 ; 11628.270075
Linear ; 0.500000 ; 331.564777 ; 6311.027079 ; 13010.515826
Linear ; 0.500000 ; 289.962162 ; 11138.659147 ; 22962.934447
Linear ; 0.500000 ; 319.273841 ; 6877.678676 ; 14178.698036
Linear ; 0.600000 ; 371.232773 ; 21803.885849 ; 14812.824194
Linear ; 0.600000 ; 296.012008 ; 37144.953492 ; 25235.027811
Linear ; 0.600000 ; 328.967189 ; 23983.716976 ; 16293.727896
Linear ; 0.700000 ; 359.551760 ; 8090.674761 ; 16904.253337
Linear ; 0.700000 ; 267.379786 ; 12969.029523 ; 27096.845081
Linear ; 0.700000 ; 313.683904 ; 8747.233285 ; 18276.034054
Linear ; 0.800000 ; 352.201411 ; 12164.111667 ; 19233.149681
