kernel ; missing rate ; time ; rse completion ; rse whole; rse whole_inc
softxlinxrbf ; 0.100000 ; 462.205037 ; 6676.383137 ; 5398.573605; 0.286677
// Iteration 8; Missing rate = 0.400000; RSE (X, X_ic) = 17898.115822
softxlinxrbf ; 0.400000 ; 461.460735 ; 6650.018309 ; 12129.537062; 0.598363
// Iteration 8; Missing rate = 0.500000; RSE (X, X_ic) = 19969.039469
softxlinxrbf ; 0.500000 ; 489.431505 ; 8871.476031 ; 13363.961705; 0.678075
// Iteration 8; Missing rate = 0.600000; RSE (X, X_ic) = 21927.798897
softxlinxrbf ; 0.600000 ; 458.730687 ; 14621.056670 ; 16220.606154; 0.762793
// Iteration 8; Missing rate = 0.700000; RSE (X, X_ic) = 23562.070867
softxlinxrbf ; 0.700000 ; 498.521239 ; 14267.775826 ; 18770.500263; 0.841952
// Iteration 8; Missing rate = 0.800000; RSE (X, X_ic) = 25210.711819
softxlinxrbf ; 0.800000 ; 480.855417 ; 10888.237708 ; 21460.093417; 0.918217
// Iteration 8; Missing rate = 0.900000; RSE (X, X_ic) = 26691.307470
softxlinxrbf ; 0.900000 ; 485.628183 ; 18337.776784 ; 24786.022101; 1.018016
// Iteration 8; Missing rate = 0.920000; RSE (X, X_ic) = 27008.062703
softxlinxrbf ; 0.920000 ; 486.843314 ; 13147.203025 ; 25130.927138; 1.030545
// Iteration 8; Missing rate = 0.940000; RSE (X, X_ic) = 27311.981288
softxlinxrbf ; 0.940000 ; 479.058943 ; 17126.903142 ; 26017.634784; 1.058467
// Iteration 8; Missing rate = 0.960000; RSE (X, X_ic) = 27559.786732
softxlinxrbf ; 0.960000 ; 477.467467 ; 26370.734678 ; 26623.092172; 1.078668
// Iteration 8; Missing rate = 0.980000; RSE (X, X_ic) = 27859.064901
softxlinxrbf ; 0.980000 ; 485.561494 ; 15070.954012 ; 27329.841783; 1.114914
// Iteration 9; Missing rate = 0.100000; RSE (X, X_ic) = 9033.914283
softxlinxrbf ; 0.100000 ; 449.127487 ; 28814.369168 ; 5650.962672; 0.288676
// Iteration 9; Missing rate = 0.400000; RSE (X, X_ic) = 17757.432958
softxlinxrbf ; 0.400000 ; 472.136965 ; 7390.089015 ; 11995.221464; 0.601652
// Iteration 9; Missing rate = 0.500000; RSE (X, X_ic) = 19895.602780
softxlinxrbf ; 0.500000 ; 500.329861 ; 6424.178521 ; 13858.735475; 0.683512
// Iteration 9; Missing rate = 0.600000; RSE (X, X_ic) = 21845.181547
softxlinxrbf ; 0.600000 ; 474.886325 ; 15123.960170 ; 15972.682511; 0.758767
// Iteration 9; Missing rate = 0.700000; RSE (X, X_ic) = 23592.734342
softxlinxrbf ; 0.700000 ; 527.310360 ; 8961.053239 ; 18305.738574; 0.831013
// Iteration 9; Missing rate = 0.800000; RSE (X, X_ic) = 25096.866196
softxlinxrbf ; 0.800000 ; 472.505359 ; 9999.864138 ; 21167.540173; 0.915368
// Iteration 9; Missing rate = 0.900000; RSE (X, X_ic) = 26762.812321
softxlinxrbf ; 0.900000 ; 503.243904 ; 16573.910069 ; 24432.198074; 1.008519
// Iteration 9; Missing rate = 0.920000; RSE (X, X_ic) = 26969.599259
softxlinxrbf ; 0.920000 ; 489.466843 ; 13723.574428 ; 25031.600954; 1.024359
// Iteration 9; Missing rate = 0.940000; RSE (X, X_ic) = 27312.648081
softxlinxrbf ; 0.940000 ; 509.920541 ; 18548.393426 ; 25850.283028; 1.055176
// Iteration 9; Missing rate = 0.960000; RSE (X, X_ic) = 27568.896692
softxlinxrbf ; 0.960000 ; 460.035782 ; 20247.420995 ; 26637.243656; 1.080751
// Iteration 9; Missing rate = 0.980000; RSE (X, X_ic) = 27855.251326
softxlinxrbf ; 0.980000 ; 464.882523 ; 14549.032209 ; 27143.866832; 1.093264
