kernel ; missing rate ; time ; rse completion ; rse whole; rse whole_inc
rbf ; 0.500000 ; 269.385493 ; 43008.959897 ; 0.451031; 0.451031
linxrbf ; 0.500000 ; 308.689818 ; 26604.224592 ; 14288.761240; 0.693274
// Iteration 7; Missing rate = 0.600000; RSE (X, X_ic) = 21818.505551
Linear ; 0.600000 ; 335.758564 ; 6899.337203 ; 14822.154530; 0.759405
rbf ; 0.600000 ; 287.407697 ; 11727.688156 ; 0.522928; 0.522928
linxrbf ; 0.600000 ; 330.572584 ; 7261.702083 ; 15600.639200; 0.739617
// Iteration 7; Missing rate = 0.700000; RSE (X, X_ic) = 23539.658710
Linear ; 0.700000 ; 351.574385 ; 14640.804754 ; 16865.056692; 0.823812
rbf ; 0.700000 ; 292.531173 ; 23596.231219 ; 0.606282; 0.606282
linxrbf ; 0.700000 ; 327.735588 ; 15764.495423 ; 18159.460049; 0.841890
// Iteration 7; Missing rate = 0.800000; RSE (X, X_ic) = 25172.743704
Linear ; 0.800000 ; 356.726675 ; 9153.556590 ; 19167.065010; 0.884624
rbf ; 0.800000 ; 288.531377 ; 13886.018019 ; 0.707656; 0.707656
linxrbf ; 0.800000 ; 320.230810 ; 10107.344917 ; 21164.247492; 0.930902
// Iteration 7; Missing rate = 0.900000; RSE (X, X_ic) = 26714.712445
Linear ; 0.900000 ; 375.584169 ; 54767.971396 ; 22784.853567; 0.940854
rbf ; 0.900000 ; 298.731634 ; 74153.978139 ; 0.833193; 0.833193
linxrbf ; 0.900000 ; 353.486478 ; 57810.422156 ; 24050.589603; 0.978234
// Iteration 7; Missing rate = 0.920000; RSE (X, X_ic) = 26989.423085
Linear ; 0.920000 ; 397.338266 ; 12785.105092 ; 23387.147017; 0.962965
rbf ; 0.920000 ; 282.356348 ; 17036.737101 ; 0.860176; 0.860176
linxrbf ; 0.920000 ; 330.280801 ; 13491.927892 ; 24680.102265; 1.020517
// Iteration 7; Missing rate = 0.940000; RSE (X, X_ic) = 27274.495148
Linear ; 0.940000 ; 389.650608 ; 11751.322674 ; 24552.628971; 0.988409
rbf ; 0.940000 ; 285.270287 ; 15073.406196 ; 0.890506; 0.890506
linxrbf ; 0.940000 ; 321.241055 ; 12332.860013 ; 25767.664155; 1.036784
// Iteration 7; Missing rate = 0.960000; RSE (X, X_ic) = 27536.861619
Linear ; 0.960000 ; 379.732771 ; 11873.993902 ; 25295.959114; 1.010330
rbf ; 0.960000 ; 305.990286 ; 14929.415385 ; 0.921479; 0.921479
linxrbf ; 0.960000 ; 322.844592 ; 12474.838629 ; 26575.978607; 1.078536
// Iteration 7; Missing rate = 0.980000; RSE (X, X_ic) = 27864.420224
Linear ; 0.980000 ; 376.331560 ; 17378.670240 ; 26509.867668; 1.041441
rbf ; 0.980000 ; 297.020955 ; 21092.251417 ; 0.961116; 0.961116
linxrbf ; 0.980000 ; 333.819360 ; 18187.176642 ; 27743.183994; 1.118294
// Iteration 8; Missing rate = 0.100000; RSE (X, X_ic) = 8778.057469
Linear ; 0.100000 ; 343.665670 ; 3161.142947 ; 5596.754580; 0.285743
rbf ; 0.100000 ; 293.422979 ; 5728.872843 ; 0.162369; 0.162369
linxrbf ; 0.100000 ; 356.652655 ; 3512.215075 ; 6218.322340; 0.289959
// Iteration 8; Missing rate = 0.400000; RSE (X, X_ic) = 17706.721255
Linear ; 0.400000 ; 357.690181 ; 9708.435728 ; 11502.944089; 0.611233
rbf ; 0.400000 ; 305.250569 ; 17259.402481 ; 0.375303; 0.375303
linxrbf ; 0.400000 ; 335.386190 ; 9662.348328 ; 11448.337888; 0.594746
// Iteration 8; Missing rate = 0.500000; RSE (X, X_ic) = 20096.142837
Linear ; 0.500000 ; 360.613433 ; 8710.197477 ; 13341.548247; 0.689173
rbf ; 0.500000 ; 294.132431 ; 15152.605831 ; 0.454489; 0.454489
linxrbf ; 0.500000 ; 338.081707 ; 8927.738205 ; 13674.758847; 0.695253
// Iteration 8; Missing rate = 0.600000; RSE (X, X_ic) = 21828.239066
Linear ; 0.600000 ; 351.176365 ; 6922.721802 ; 14934.231653; 0.753888
rbf ; 0.600000 ; 298.004530 ; 11682.353407 ; 0.522998; 0.522998
linxrbf ; 0.600000 ; 343.545661 ; 7399.939616 ; 15963.722885; 0.764594
// Iteration 8; Missing rate = 0.700000; RSE (X, X_ic) = 23543.652118
Linear ; 0.700000 ; 393.568702 ; 9921.973932 ; 16907.714297; 0.829111
rbf ; 0.700000 ; 291.907458 ; 15948.799534 ; 0.605803; 0.605803
linxrbf ; 0.700000 ; 344.753957 ; 10954.212425 ; 18666.718468; 0.827178
// Iteration 8; Missing rate = 0.800000; RSE (X, X_ic) = 25242.006815
Linear ; 0.800000 ; 376.057441 ; 8908.694995 ; 19376.707250; 0.883230
rbf ; 0.800000 ; 303.746881 ; 13398.506934 ; 0.711146; 0.711146
linxrbf ; 0.800000 ; 397.226231 ; 10013.130664 ; 21778.891480; 0.928376
// Iteration 8; Missing rate = 0.900000; RSE (X, X_ic) = 26684.179282
Linear ; 0.900000 ; 466.538569 ; 14358.717302 ; 22615.637405; 0.948210
rbf ; 0.900000 ; 365.372699 ; 19561.000598 ; 0.829710; 0.829710
linxrbf ; 0.900000 ; 377.014530 ; 15508.953171 ; 24427.311581; 1.014404
// Iteration 8; Missing rate = 0.920000; RSE (X, X_ic) = 26936.266709
Linear ; 0.920000 ; 588.515443 ; 84551.330956 ; 23450.320149; 0.964930
rbf ; 0.920000 ; 388.931444 ; 112160.327536 ; 0.855264; 0.855264
linxrbf ; 0.920000 ; 387.170755 ; 91520.771264 ; 25383.295119; 1.038025
// Iteration 8; Missing rate = 0.940000; RSE (X, X_ic) = 27318.614076
Linear ; 0.940000 ; 454.308228 ; 11489.627452 ; 24632.202213; 0.993503
rbf ; 0.940000 ; 363.227869 ; 14708.103223 ; 0.893994; 0.893994
linxrbf ; 0.940000 ; 377.618222 ; 12057.545456 ; 25849.741352; 1.058977
// Iteration 8; Missing rate = 0.960000; RSE (X, X_ic) = 27596.433522
Linear ; 0.960000 ; 486.883182 ; 12958.039719 ; 25412.806909; 1.001841
rbf ; 0.960000 ; 325.856368 ; 16250.360789 ; 0.928092; 0.928092
linxrbf ; 0.960000 ; 428.157669 ; 13550.587757 ; 26574.889231; 1.080752
// Iteration 8; Missing rate = 0.980000; RSE (X, X_ic) = 27876.620584
Linear ; 0.980000 ; 461.395210 ; 13881.198785 ; 26464.044463; 1.029088
rbf ; 0.980000 ; 362.961801 ; 16883.144952 ; 0.962515; 0.962515
linxrbf ; 0.980000 ; 374.413931 ; 14422.120838 ; 27495.294391; 1.107743
// Iteration 9; Missing rate = 0.100000; RSE (X, X_ic) = 8981.958931
Linear ; 0.100000 ; 352.884571 ; 3302.499363 ; 5774.835639; 0.287865
rbf ; 0.100000 ; 324.429772 ; 5923.067776 ; 0.165086; 0.165086
linxrbf ; 0.100000 ; 347.027596 ; 3471.379362 ; 6070.143565; 0.290935
// Iteration 9; Missing rate = 0.400000; RSE (X, X_ic) = 17869.903192
Linear ; 0.400000 ; 356.646450 ; 14127.524962 ; 11423.622910; 0.616759
rbf ; 0.400000 ; 307.890150 ; 25516.978791 ; 0.379891; 0.379891
linxrbf ; 0.400000 ; 358.436081 ; 14928.884533 ; 12071.608285; 0.616464
// Iteration 9; Missing rate = 0.500000; RSE (X, X_ic) = 20025.746959
Linear ; 0.500000 ; 397.152230 ; 6547.770591 ; 13000.759696; 0.689399
rbf ; 0.500000 ; 313.252251 ; 11648.783846 ; 0.451980; 0.451980
linxrbf ; 0.500000 ; 399.187011 ; 7134.817989 ; 14166.356757; 0.690283
// Iteration 9; Missing rate = 0.600000; RSE (X, X_ic) = 21802.961520
Linear ; 0.600000 ; 408.455559 ; 20566.227763 ; 14819.543899; 0.754146
rbf ; 0.600000 ; 341.446157 ; 34937.310801 ; 0.522072; 0.522072
linxrbf ; 0.600000 ; 389.257441 ; 22087.788454 ; 15915.945034; 0.744827
// Iteration 9; Missing rate = 0.700000; RSE (X, X_ic) = 23562.820669
Linear ; 0.700000 ; 378.394477 ; 7843.731518 ; 16603.475779; 0.820493
rbf ; 0.700000 ; 389.505962 ; 12849.882996 ; 0.606882; 0.606882
linxrbf ; 0.700000 ; 371.776800 ; 8829.552593 ; 18690.244852; 0.844078
// Iteration 9; Missing rate = 0.800000; RSE (X, X_ic) = 25229.777853
Linear ; 0.800000 ; 528.182742 ; 17619.738497 ; 19394.030149; 0.885135
rbf ; 0.800000 ; 483.855875 ; 26462.055738 ; 0.710150; 0.710150
linxrbf ; 0.800000 ; 383.122507 ; 19414.118217 ; 21369.102277; 0.908758
// Iteration 9; Missing rate = 0.900000; RSE (X, X_ic) = 26711.476845
Linear ; 0.900000 ; 468.768758 ; 116602.516733 ; 22867.634745; 0.945045
rbf ; 0.900000 ; 365.106149 ; 157267.284378 ; 0.832500; 0.832500
linxrbf ; 0.900000 ; 361.211625 ; 124647.892160 ; 24445.462666; 1.011896
// Iteration 9; Missing rate = 0.920000; RSE (X, X_ic) = 26983.798185
Linear ; 0.920000 ; 622.818936 ; 17300.287592 ; 23628.574703; 0.970882
rbf ; 0.920000 ; 369.481796 ; 22807.936127 ; 0.858818; 0.858818
linxrbf ; 0.920000 ; 398.071862 ; 18498.910283 ; 25265.642621; 1.035988
// Iteration 9; Missing rate = 0.940000; RSE (X, X_ic) = 27299.211054
Linear ; 0.940000 ; 487.103601 ; 13913.459000 ; 24329.433579; 0.987405
rbf ; 0.940000 ; 399.654372 ; 18025.567252 ; 0.892993; 0.892993
linxrbf ; 0.940000 ; 399.910230 ; 14634.854496 ; 25590.884366; 1.039681
// Iteration 9; Missing rate = 0.960000; RSE (X, X_ic) = 27577.142602
Linear ; 0.960000 ; 460.582804 ; 19286.192066 ; 25372.663383; 1.009713
rbf ; 0.960000 ; 367.073413 ; 24203.899076 ; 0.925197; 0.925197
linxrbf ; 0.960000 ; 391.209846 ; 20434.216527 ; 26882.989428; 1.088275
// Iteration 9; Missing rate = 0.980000; RSE (X, X_ic) = 27850.211842
Linear ; 0.980000 ; 522.627430 ; 12519.237363 ; 26329.348491; 1.020521
rbf ; 0.980000 ; 376.682885 ; 15290.087289 ; 0.959092; 0.959092
linxrbf ; 0.980000 ; 421.372551 ; 12966.374232 ; 27269.727053; 1.101017
